Age,Race,RaceBin,Spanish,Gender,GenderBin,ALResident,Education,EducationBin,Visitor,Beach,BeachBin,Turtleview,TurtleviewBin,Dolphinview,DolphinviewBin,Wildlifeview,WildlifeviewBin,Fishbeach,FishbeachBin,Fishjetty,FishjettyBin,Fishboat,FishboatBin,Boatmotor,BoatmotorBin,Boatsail,BoatsailBin,Angler,Policy,PolicyBin,Wildlife,WildlifeBin,Pamphlet,Sign,Magnet,Sticker,Bycatch,Lures,Hooks,Lights,Phone
67,,,,0,0,1,5,1,5,3,1,2,0,2,0,3,1,4,1,3,1,3,1,2,0,2,0,1,0.6666666667,1,0.6666666667,1,0,0,0,0,,0,0,,
45,3,1,0,1,1,1,5,1,1,4,1,2,0,2,0,2,0,3,1,3,1,3,1,3,1,2,0,1,0.7333333333,1,0.8666666667,1,,,,,,,,0,
62,3,1,,0,0,1,4,1,1,3,1,2,0,2,0,3,1,3,1,2,0,4,1,4,1,2,0,1,0.4,0,0.1333333333,0,1,1,1,1,,0,0,,1
31,3,1,1,0,0,1,3,0,4,3,1,3,1,3,1,2,0,3,1,4,1,3,1,3,1,4,1,1,0.6666666667,1,0.7333333333,1,,,,,,,,,
21,3,1,1,1,1,1,3,0,2,2,0,2,0,2,0,2,0,2,0,2,0,3,1,2,0,3,1,1,0.5333333333,1,0.3333333333,0,0,,,,,,,,1
32,3,1,1,1,1,0,5,1,2,3,1,4,1,4,1,3,1,2,0,2,0,2,0,3,1,3,1,0,0.8,1,0.6666666667,1,1,1,1,1,1,1,1,1,1
40,0,0,0,,,0,5,1,4,3,1,4,1,4,1,3,1,3,1,3,1,4,1,4,1,4,1,1,0.4666666667,0,0.6666666667,1,1,0,0,1,1,1,1,1,1
30,3,1,0,0,0,1,4,1,1,2,0,3,1,3,1,4,1,3,1,3,1,4,1,4,1,2,0,1,1,1,0.8666666667,1,0,0,1,0,1,0,0,1,1
24,3,1,0,0,0,1,5,1,1,4,1,3,1,2,0,3,1,4,1,2,0,4,1,4,1,2,0,1,0.5333333333,1,0.8666666667,1,1,1,1,1,,,,,
47,3,1,0,1,1,1,4,1,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,2,0,1,0.8,1,0.8666666667,1,1,1,1,1,,0,1,,
65,3,1,0,0,0,1,4,1,1,3,1,1,0,1,0,3,1,3,1,2,0,3,1,3,1,3,1,1,0.9333333333,1,0.6,1,1,1,1,1,,,1,0,0
71,3,1,0,0,0,1,5,1,2,4,1,3,1,3,1,3,1,4,1,3,1,2,0,2,0,2,0,1,0.4666666667,0,0.7333333333,1,,1,0,0,1,1,,0,1
72,3,1,0,0,0,1,4,1,1,4,1,3,1,4,1,3,1,4,1,3,1,4,1,4,1,4,1,1,0.9333333333,1,0.9333333333,1,1,1,1,1,1,1,1,1,1
52,3,1,0,0,0,0,4,1,4,,,4,1,4,1,,,,,,,4,1,,,,,1,0.7333333333,1,0.8,1,0,1,1,1,1,,,0,1
22,3,1,0,0,0,1,4,1,1,3,1,3,1,2,0,2,0,4,1,4,1,3,1,3,1,2,0,1,0.4666666667,0,0.2666666667,0,0,,,,0,,,,
42,3,1,0,1,1,1,6,1,1,3,1,3,1,3,1,3,1,1,0,1,0,4,1,4,1,1,0,1,0.9333333333,1,0.8666666667,1,1,1,1,1,,,1,1,1
60,3,1,0,0,0,1,5,1,1,2,0,2,0,3,1,4,1,3,1,2,0,2,0,2,0,2,0,1,0.6666666667,1,0.8,1,1,1,1,1,1,1,1,1,1
55,3,1,0,1,1,1,5,1,5,4,1,4,1,4,1,4,1,4,1,3,1,4,1,4,1,2,0,1,0.8666666667,1,1,1,1,1,1,1,1,1,1,1,1
75,,,,0,0,1,6,1,2,,,,,,,,,4,1,4,1,3,1,,,,,1,,0,0,0,,,,,,,,,
26,3,1,0,1,1,1,5,1,5,2,0,2,0,2,0,2,0,2,0,2,0,4,1,4,1,2,0,1,0.6666666667,1,0.7333333333,1,1,1,1,1,,,,1,1
54,,,,0,0,1,6,1,1,4,1,4,1,4,1,4,1,4,1,3,1,4,1,4,1,2,0,1,0.4,0,0.3333333333,0,1,1,,,1,,,1,1
52,3,1,0,0,0,1,2,0,1,4,1,2,0,3,1,2,0,2,0,3,1,4,1,4,1,2,0,1,0.8666666667,1,0.8,1,1,1,1,1,0,1,1,1,1
26,3,1,0,0,0,1,5,1,1,4,1,1,0,2,0,2,0,4,1,4,1,4,1,4,1,2,0,1,0.6,1,0.4,0,0,1,0,1,0,0,0,0,
26,,,,0,0,1,6,1,1,4,1,3,1,2,0,3,1,4,1,4,1,4,1,4,1,3,1,1,0.6,1,0.8666666667,1,1,1,1,1,1,0,0,1,1
30,0,0,0,1,1,1,5,1,1,4,1,4,1,3,1,4,1,2,0,4,1,4,1,2,0,4,1,1,0.6666666667,1,0.4,0,1,,1,,1,1,1,1,1
32,3,1,0,1,1,1,6,1,2,3,1,4,1,3,1,4,1,2,0,3,1,4,1,3,1,2,0,0,0.6,1,0.4,0,1,1,1,1,1,1,1,1,1
34,3,1,1,1,1,0,4,1,,2,0,3,1,4,1,3,1,2,0,3,1,3,1,4,1,1,0,,0.6,1,0.4666666667,0,1,1,1,,,1,1,1,
33,0,0,1,1,1,0,3,0,2,2,0,2,0,3,1,3,1,2,0,2,0,3,1,3,1,2,0,1,0.7333333333,1,0.5333333333,0,,,1,,,1,1,,1
40,3,1,,0,0,0,5,1,4,1,0,3,1,3,1,3,1,2,0,1,0,1,0,1,0,1,0,1,0.2666666667,0,0.6666666667,1,1,1,,1,,1,1,1,1
24,1,0,1,0,0,0,4,1,3,3,1,3,1,3,1,3,1,3,1,3,1,3,1,4,1,4,1,1,0.8,1,0.4666666667,0,0,,,,0,,1,1,1
26,1,0,1,0,0,0,2,0,2,2,0,2,0,3,1,3,1,3,1,2,0,3,1,3,1,2,0,1,0.3333333333,0,0.3333333333,0,0,,,,0,,0,,
24,3,1,1,0,0,0,4,1,3,2,0,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,1,0.6,1,0.6,1,,,,,,,,,
25,3,1,1,0,0,0,5,1,3,2,0,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,1,0.7333333333,1,0.4666666667,0,,,,,,,,,
24,3,1,1,0,0,0,4,1,,2,0,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,1,0.6,1,0.5333333333,0,,,,,1,,,,
27,2,0,1,1,1,0,2,0,2,2,0,2,0,3,1,3,1,2,0,3,1,3,1,2,0,3,1,1,0.06666666667,0,0.4666666667,0,,,0,1,0,,,,1
35,3,1,,0,0,0,4,1,3,3,1,3,1,3,1,2,0,4,1,2,0,3,1,2,0,2,0,1,0.4,0,0.6,1,,1,0,1,,0,1,1,
28,3,1,1,0,0,0,4,1,1,3,1,2,0,3,1,1,0,2,0,3,1,4,1,3,1,2,0,1,0.6666666667,1,0.3333333333,0,1,1,,1,1,,1,1,1
33,3,1,1,1,1,0,4,1,2,3,1,2,0,3,1,1,0,2,0,2,0,3,1,3,1,2,0,1,0.6666666667,1,0.4,0,1,,1,1,1,,1,1,1
23,3,1,1,0,0,0,3,0,1,3,1,3,1,1,0,2,0,2,0,4,1,3,1,3,1,1,0,1,0.6,1,0.4,0,1,,0,1,1,1,1,,1
23,3,1,1,0,0,0,4,1,4,3,1,2,0,2,0,4,1,3,1,4,1,3,1,2,0,1,0,1,0.7333333333,1,0.4666666667,0,1,1,1,,1,1,1,1,
23,3,1,1,0,0,0,4,1,3,4,1,3,1,3,1,4,1,2,0,3,1,3,1,2,0,4,1,1,0.6,1,0.4666666667,0,1,1,1,,,1,1,1,
28,3,1,1,0,0,0,5,1,4,3,1,2,0,2,0,3,1,4,1,3,1,2,0,2,0,4,1,1,0.7333333333,1,0.4,0,0,1,1,1,1,,,1,
28,3,1,1,0,0,0,3,0,2,3,1,2,0,2,0,3,1,1,0,2,0,2,0,4,1,3,1,1,0.7333333333,1,0.5333333333,0,,0,1,1,,1,,1,0
28,3,1,1,0,0,0,5,1,1,3,1,2,0,2,0,4,1,3,1,3,1,1,0,2,0,3,1,1,0.8666666667,1,0.4,0,,,1,1,1,,,1,1
35,3,1,,1,1,0,5,1,3,3,1,4,1,3,1,1,0,2,0,2,0,2,0,2,0,1,0,0,0.6,1,0.9333333333,1,1,1,,1,1,1,,1,1
27,2,0,1,,,0,3,0,3,2,0,2,0,2,0,3,1,3,1,3,1,3,1,2,0,2,0,1,0.2,0,0.2666666667,0,,1,,,0,,,,
33,3,1,1,0,0,1,4,1,1,3,1,4,1,4,1,3,1,2,0,3,1,3,1,3,1,3,1,1,0.5333333333,1,0.3333333333,0,1,1,0,1,0,,,1,1
27,3,1,1,1,1,0,5,1,3,3,1,4,1,3,1,4,1,3,1,2,0,3,1,2,0,3,1,0,0.8666666667,1,0.8666666667,1,1,0,0,1,1,1,1,1,1
28,2,0,1,1,1,0,2,0,3,1,0,2,0,2,0,2,0,3,1,3,1,3,1,3,1,3,1,1,0.2,0,0.3333333333,0,0,,1,1,0,,,,1
27,3,1,1,1,1,0,4,1,4,3,1,4,1,4,1,3,1,4,1,2,0,3,1,1,0,2,0,0,0.8666666667,1,0.8,1,1,0,1,0,1,1,1,1,1
27,2,0,1,1,1,0,4,1,2,2,0,3,1,3,1,3,1,3,1,2,0,3,1,3,1,3,1,1,0.06666666667,0,0.1333333333,0,0,0,,,0,,,,
25,3,1,,1,1,0,5,1,3,3,1,4,1,4,1,3,1,2,0,2,0,2,0,2,0,3,1,0,0.8,1,0.9333333333,1,1,1,,1,1,1,1,1,1
28,1,0,1,0,0,0,2,0,4,2,0,2,0,3,1,2,0,3,1,3,1,3,1,3,1,3,1,1,0.1333333333,0,0.4,0,,0,,1,0,,,,1
44,3,1,,0,0,0,4,1,4,3,1,4,1,4,1,3,1,2,0,2,0,2,0,2,0,3,1,0,0.6666666667,1,0.9333333333,1,1,1,,1,1,1,1,1,1
27,3,1,0,0,0,0,5,1,4,4,1,3,1,3,1,3,1,3,1,4,1,4,1,4,1,4,1,0,0.6,1,0.9333333333,1,1,1,1,1,1,,1,1,1
28,1,0,1,1,1,0,3,0,3,2,0,2,0,3,1,3,1,3,1,3,1,3,1,2,0,3,1,1,0.2,0,0.3333333333,0,0,,,,0,,,1,
29,3,1,1,0,0,0,3,0,2,3,1,3,1,3,1,2,0,1,0,1,0,1,0,3,1,3,1,0,0.4,0,0.3333333333,0,1,1,1,1,1,1,0,1,
27,1,0,1,0,0,0,2,0,2,2,0,2,0,3,1,3,1,2,0,3,1,3,1,3,1,3,1,1,0.2,0,0.3333333333,0,,,,1,0,0,,,1
26,3,1,1,1,1,0,3,0,3,4,1,3,1,3,1,2,0,2,0,2,0,3,1,3,1,4,1,0,0.6,1,0.6666666667,1,1,1,1,0,1,1,1,1,1
29,3,1,0,0,0,0,3,0,2,3,1,2,0,2,0,2,0,1,0,1,0,4,1,4,1,4,1,0,0.3333333333,0,0.2666666667,0,0,,1,1,1,1,0,1,1
50,3,1,1,0,0,0,6,1,1,3,1,3,1,3,1,3,1,1,0,1,0,1,0,2,0,2,0,0,0.8666666667,1,0.5333333333,0,1,1,1,1,1,1,1,1,1
60,3,1,0,0,0,0,4,1,1,4,1,4,1,4,1,3,1,2,0,2,0,2,0,1,0,1,0,1,0.7333333333,1,0.5333333333,0,1,1,1,1,1,1,1,1,1
29,3,1,,1,1,0,5,1,2,3,1,3,1,3,1,3,1,1,0,1,0,1,0,3,1,3,1,0,0.5333333333,1,0.1333333333,0,,,,,,,,,
,3,1,1,0,0,0,5,1,1,3,1,3,1,3,1,2,0,2,0,2,0,2,0,2,0,2,0,0,0.8666666667,1,0.8,1,1,1,,1,1,1,,1,1
33,3,1,,1,1,0,4,1,3,4,1,4,1,4,1,3,1,2,0,2,0,2,0,3,1,2,0,0,0.4666666667,0,0.4666666667,0,1,1,,,1,1,0,1,1
34,3,1,1,1,1,0,4,1,1,3,1,4,1,3,1,3,1,4,1,3,1,3,1,4,1,3,1,1,0.8666666667,1,0.6666666667,1,,,,,,1,,1,1
25,0,0,1,0,0,0,1,0,2,3,1,4,1,3,1,4,1,4,1,3,1,4,1,3,1,3,1,0,0.8666666667,1,0.6666666667,1,0,1,1,,,1,,1,
36,0,0,1,1,1,0,3,0,1,3,1,4,1,3,1,4,1,4,1,3,1,3,1,4,1,3,1,0,0.8666666667,1,0.6666666667,1,,0,,1,,1,1,,1
37,3,1,1,2,,0,5,1,2,3,1,4,1,3,1,4,1,4,1,3,1,4,1,3,1,4,1,1,0.8666666667,1,0.6,1,,1,1,1,,,1,1,1
35,3,1,1,1,1,0,4,1,1,3,1,4,1,3,1,4,1,3,1,4,1,3,1,3,1,4,1,1,0.8666666667,1,0.6,1,,1,,1,,1,,1,
32,3,1,0,0,0,0,5,1,3,3,1,2,0,3,1,3,1,1,0,3,1,3,1,2,0,3,1,1,0.5333333333,1,0.4,0,1,0,1,1,0,,1,,0
31,3,1,0,1,1,0,4,1,4,3,1,1,0,3,1,3,1,2,0,1,0,3,1,3,1,3,1,1,0.4666666667,0,0.3333333333,0,,0,,,1,0,,1,1
28,3,1,0,0,0,0,6,1,5,3,1,2,0,3,1,1,0,3,1,2,0,2,0,3,1,3,1,0,0.6,1,0.3333333333,0,1,0,1,,1,0,1,0,1
30,3,1,0,1,1,0,3,0,3,2,0,3,1,1,0,3,1,2,0,,,2,0,3,1,3,1,0,0.3333333333,0,0.2666666667,0,1,0,0,1,1,,0,,1
45,3,1,,0,0,0,4,1,3,3,1,4,1,4,1,3,1,2,0,2,0,2,0,2,0,3,1,0,0.6,1,0.9333333333,1,1,1,,1,1,1,1,1,1
31,,,0,0,0,0,5,1,,3,1,3,1,1,0,4,1,2,0,2,0,4,1,3,1,4,1,0,0.3333333333,0,0.2666666667,0,1,,1,1,,,0,,1
26,3,1,0,0,0,0,5,1,5,2,0,4,1,2,0,1,0,3,1,3,1,3,1,2,0,2,0,1,0.4,0,0.2,0,,1,1,,,1,0,,1
38,3,1,,0,0,0,5,1,3,3,1,4,1,4,1,3,1,2,0,2,0,2,0,2,0,2,0,0,0.6,1,0.9333333333,1,1,1,,1,1,1,1,1,1
25,3,1,0,0,0,0,4,1,3,3,1,4,1,1,0,2,0,3,1,1,0,3,1,2,0,2,0,,0.4666666667,0,0.4,0,1,0,,,1,,,1,1
28,3,1,0,1,1,0,4,1,3,3,1,3,1,1,0,2,0,3,1,3,1,2,0,3,1,4,1,0,0.2666666667,0,0.3333333333,0,1,0,,1,1,1,0,,
29,3,1,0,0,0,0,5,1,3,3,1,2,0,3,1,3,1,4,1,2,0,3,1,3,1,2,0,0,0.5333333333,1,0.4666666667,0,1,,1,,1,,1,1,0
27,3,1,0,0,0,0,6,1,,2,0,3,1,4,1,2,0,3,1,2,0,2,0,3,1,2,0,0,0.2666666667,0,0.5333333333,0,0,1,1,1,0,1,1,,1
32,3,1,1,0,0,0,5,1,3,4,1,4,1,4,1,3,1,2,0,2,0,2,0,3,1,3,1,0,0.5333333333,1,0.4,0,0,1,1,1,0,,,1,1
31,3,1,1,0,0,0,5,1,1,3,1,3,1,3,1,3,1,2,0,2,0,2,0,2,0,2,0,1,0.8666666667,1,0.6,1,1,1,1,1,1,1,1,1,1
29,3,1,,1,1,0,4,1,3,4,1,4,1,4,1,4,1,1,0,1,0,1,0,2,0,2,0,0,0.1333333333,0,0.1333333333,0,,,,,,,,,
36,3,1,,1,1,0,6,1,4,3,1,3,1,3,1,2,0,1,0,1,0,1,0,4,1,4,1,0,0.8,1,0.6666666667,1,1,1,1,1,1,1,1,1,1
44,0,0,1,0,0,0,5,1,1,3,1,3,1,3,1,3,1,4,1,3,1,4,1,4,1,4,1,1,0.6,1,0.5333333333,0,1,1,1,1,1,1,1,1,1
31,3,1,1,0,0,0,6,1,2,4,1,4,1,4,1,3,1,2,0,2,0,2,0,3,1,3,1,0,0.4,0,0.5333333333,0,1,,1,0,0,,1,,
25,3,1,1,0,0,0,5,1,1,2,0,3,1,3,1,2,0,3,1,2,0,2,0,3,1,2,0,1,0.4,0,0.2666666667,0,,0,,,,,,,
48,3,1,1,0,0,0,4,1,3,2,0,4,1,4,1,3,1,4,1,3,1,,,1,0,2,0,1,1,1,0.6666666667,1,1,1,0,0,1,1,1,1,1
44,3,1,1,1,1,0,6,1,5,4,1,4,1,4,1,4,1,1,0,1,0,1,0,3,1,3,1,0,0.8666666667,1,0.6,1,1,1,1,1,1,1,1,1,1
37,3,1,,1,1,0,5,1,2,3,1,3,1,3,1,1,0,3,1,3,1,3,1,3,1,3,1,,0,0,0.2666666667,0,,,,,,,,,
27,3,1,1,1,1,0,4,1,1,4,1,4,1,4,1,2,0,1,0,1,0,1,0,2,0,2,0,0,0.7333333333,1,0.8666666667,1,1,1,1,1,1,1,1,1,1
46,3,1,1,0,0,0,6,1,3,3,1,4,1,4,1,3,1,4,1,2,0,3,1,2,0,1,0,1,0.8666666667,1,0.6,1,1,0,1,0,1,0,,1,1
30,3,1,1,1,1,0,3,0,3,3,1,4,1,3,1,2,0,3,1,3,1,2,0,2,0,3,1,0,0.6,1,0.5333333333,0,0,,1,1,1,,0,,
29,3,1,1,0,0,0,5,1,2,4,1,3,1,3,1,3,1,2,0,2,0,2,0,3,1,3,1,0,0.6666666667,1,0.4666666667,0,1,1,1,,1,,,0,
26,3,1,1,0,0,0,5,1,3,4,1,4,1,4,1,3,1,2,0,2,0,3,1,4,1,2,0,0,0.6666666667,1,0.6,1,,1,1,1,1,,1,1,
27,3,1,1,1,1,0,4,1,3,3,1,4,1,3,1,3,1,2,0,2,0,2,0,2,0,2,0,0,0.6,1,0.6666666667,1,1,1,1,1,,1,1,1,
23,3,1,1,1,1,0,4,1,1,2,0,2,0,3,1,3,1,2,0,2,0,3,1,2,0,3,1,0,0.3333333333,0,0.3333333333,0,0,,,,0,,,0,
38,3,1,1,0,0,1,4,1,1,3,1,3,1,3,1,3,1,2,0,2,0,3,1,3,1,3,1,0,0.4,0,0.6,1,1,1,1,1,1,1,,1,0
39,3,1,,1,1,0,5,1,4,3,1,4,1,4,1,3,1,2,0,2,0,2,0,2,0,1,0,0,0.7333333333,1,0.9333333333,1,1,1,,1,1,1,1,1,1
43,3,1,,0,0,0,5,1,3,3,1,4,1,4,1,3,1,2,0,2,0,2,0,1,0,1,0,0,0.6666666667,1,0.9333333333,1,1,1,,1,1,1,1,1,1
24,3,1,1,0,0,0,4,1,2,2,0,2,0,3,1,2,0,2,0,3,1,2,0,3,1,3,1,0,0.1333333333,0,0.2666666667,0,0,0,,0,,,0,0,
28,3,1,1,1,1,0,3,0,2,2,0,3,1,4,1,3,1,3,1,3,1,2,0,3,1,3,1,1,0.3333333333,0,0.3333333333,0,1,1,1,1,0,1,1,1,1
37,3,1,1,1,1,0,4,1,2,3,1,4,1,4,1,3,1,2,0,3,1,4,1,3,1,2,0,0,0.2666666667,0,0.4666666667,0,,1,1,1,,1,1,,1
31,3,1,1,1,1,0,3,0,3,3,1,2,0,3,1,4,1,3,1,2,0,3,1,3,1,4,1,0,0.2,0,0.3333333333,0,,0,0,0,,1,1,1,1
27,3,1,1,1,1,0,2,0,3,3,1,2,0,3,1,4,1,3,1,2,0,3,1,3,1,4,1,0,0.2666666667,0,0.3333333333,0,0,0,0,0,,1,1,1,
28,3,1,1,0,0,0,4,1,2,2,0,2,0,3,1,2,0,2,0,2,0,3,1,2,0,3,1,0,0.4666666667,0,0.3333333333,0,0,,0,,0,0,,0,
30,3,1,1,1,1,0,5,1,1,2,0,3,1,2,0,3,1,3,1,2,0,3,1,2,0,3,1,1,0.06666666667,0,0.2666666667,0,0,,,0,0,0,,,0
45,3,1,,0,0,0,4,1,3,2,0,2,0,3,1,2,0,2,0,3,1,2,0,3,1,3,1,0,0.4,0,0.5333333333,0,0,,1,1,,1,1,1,0
34,3,1,,1,1,0,5,1,3,3,1,4,1,4,1,3,1,2,0,2,0,2,0,2,0,1,0,0,0.6666666667,1,0.9333333333,1,1,1,,1,1,1,1,1,1
38,3,1,,1,1,0,5,1,3,3,1,4,1,4,1,3,1,2,0,2,0,2,0,1,0,1,0,0,0.8666666667,1,0.9333333333,1,1,1,,1,1,1,1,1,1
33,3,1,1,1,1,0,4,1,2,3,1,4,1,4,1,4,1,3,1,2,0,1,0,2,0,3,1,0,0.8666666667,1,0.6666666667,1,1,1,0,0,1,1,0,1,1
43,3,1,1,0,0,0,3,0,3,4,1,3,1,4,1,4,1,3,1,2,0,1,0,3,1,2,0,1,0.8666666667,1,0.6666666667,1,0,1,1,0,1,1,0,1,1
25,3,1,1,0,0,0,4,1,3,3,1,3,1,2,0,1,0,2,0,3,1,4,1,2,0,3,1,0,0.4666666667,0,0.6666666667,1,0,1,,0,0,,1,1,0
25,3,1,1,2,,0,2,0,3,3,1,4,1,3,1,2,0,3,1,3,1,4,1,3,1,2,0,0,0.4666666667,0,0.4,0,1,1,1,,1,1,1,1,1
34,3,1,1,1,1,0,4,1,2,3,1,4,1,3,1,2,0,3,1,3,1,4,1,3,1,2,0,0,0.6,1,0.4,0,0,0,0,0,0,0,0,0,0
30,3,1,1,1,1,0,4,1,3,3,1,4,1,3,1,2,0,3,1,3,1,4,1,3,1,2,0,,0.6,1,0.5333333333,0,1,1,1,1,1,1,1,1,1
28,3,1,1,,,0,4,1,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1,0.2666666667,0,0.6,1,1,1,1,1,,1,0,,1
34,3,1,1,0,0,0,2,0,2,3,1,3,1,3,1,2,0,2,0,2,0,3,1,3,1,2,0,0,0.4666666667,0,0.4,0,1,0,,,1,,1,0,
30,3,1,1,1,1,0,3,0,3,2,0,3,1,4,1,3,1,2,0,2,0,3,1,4,1,3,1,0,0.6666666667,1,0.5333333333,0,0,0,0,0,0,0,0,0,0
28,3,1,1,1,1,0,3,0,3,4,1,3,1,2,0,3,1,3,1,4,1,3,1,3,1,4,1,0,0.5333333333,1,0.5333333333,0,0,0,0,0,0,0,0,0,0
35,3,1,1,1,1,0,3,0,4,3,1,3,1,3,1,2,0,2,0,2,0,2,0,3,1,3,1,0,0.4666666667,0,0.4,0,1,,0,,1,,0,,1
31,3,1,0,1,1,1,5,1,1,3,1,3,1,3,1,3,1,2,0,2,0,2,0,3,1,3,1,1,0.8,1,0.6666666667,1,1,1,1,1,1,1,1,1,1
37,3,1,1,1,1,0,4,1,2,4,1,4,1,3,1,3,1,2,0,2,0,2,0,3,1,3,1,0,0.4,0,0.4666666667,0,1,1,,,1,0,,1,
35,3,1,1,0,0,1,5,1,1,3,1,3,1,4,1,3,1,3,1,3,1,3,1,3,1,3,1,0,0.8666666667,1,0.6666666667,1,1,1,0,1,1,1,1,1,1
36,3,1,1,0,0,0,4,1,3,4,1,4,1,4,1,3,1,3,1,3,1,3,1,2,0,2,0,1,0.5333333333,1,0.4666666667,0,1,1,1,,1,,,,0
26,3,1,1,0,0,0,4,1,4,4,1,2,0,4,1,3,1,1,0,2,0,2,0,,,1,0,0,0.5333333333,1,0.6,1,,0,,,0,0,1,1,1
25,3,1,,1,1,0,6,1,3,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1,0.6666666667,1,0.6666666667,1,1,1,1,1,1,1,1,1,1
23,3,1,,0,0,0,5,1,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1,0.6666666667,1,0.6,1,1,1,1,1,1,1,1,1,1
27,3,1,1,0,0,0,4,1,3,3,1,3,1,3,1,,,2,0,1,0,2,0,1,0,2,0,0,0.4666666667,0,0.5333333333,0,1,0,1,0,0,,1,,1
34,0,0,0,0,0,1,4,1,1,2,0,3,1,3,1,3,1,3,1,4,1,4,1,4,1,4,1,1,0.8666666667,1,0.6,1,,1,,,1,1,1,1,1
39,3,1,1,0,0,0,4,1,4,4,1,4,1,4,1,4,1,4,1,3,1,2,0,1,0,4,1,1,0.9333333333,1,0.6666666667,1,1,0,1,0,1,1,1,1,1
60,3,1,1,0,0,0,5,1,5,2,0,4,1,4,1,3,1,4,1,2,0,1,0,2,0,3,1,1,0.8,1,0.6666666667,1,0,1,0,1,0,1,0,1,1
47,3,1,1,1,1,0,2,0,1,2,0,1,0,2,0,1,0,2,0,2,0,1,0,3,1,2,0,0,0.4666666667,0,0.3333333333,0,,1,0,0,,0,,0,
28,3,1,1,0,0,0,5,1,3,4,1,4,1,4,1,3,1,2,0,2,0,2,0,1,0,1,0,0,0.5333333333,1,0.4,0,1,0,,1,0,,1,0,
33,3,1,1,1,1,0,5,1,3,3,1,4,1,4,1,3,1,2,0,2,0,2,0,3,1,3,1,0,0.7333333333,1,0.5333333333,0,1,1,1,1,1,,1,1,1
47,3,1,1,0,0,0,4,1,4,3,1,4,1,4,1,4,1,2,0,2,0,2,0,3,1,3,1,0,0.5333333333,1,0.5333333333,0,1,1,1,1,1,1,1,1,1
38,3,1,1,0,0,0,3,0,2,4,1,4,1,4,1,3,1,2,0,2,0,2,0,3,1,4,1,0,0.6,1,0.5333333333,0,1,1,1,1,1,1,1,1,1
55,3,1,0,0,0,0,4,1,2,3,1,4,1,3,1,4,1,1,0,1,0,2,0,1,0,1,0,0,0.6666666667,1,0.5333333333,0,1,1,1,1,1,1,1,1,1
36,3,1,1,0,0,0,5,1,4,4,1,3,1,2,0,4,1,1,0,1,0,2,0,3,1,3,1,0,0.6,1,0.5333333333,0,1,1,1,1,1,1,1,1,1
29,3,1,1,0,0,0,4,1,2,4,1,3,1,4,1,4,1,2,0,1,0,1,0,3,1,3,1,0,0.5333333333,1,0.7333333333,1,1,1,1,1,1,1,1,1,1
45,3,1,1,1,1,0,4,1,3,4,1,4,1,3,1,4,1,2,0,2,0,2,0,3,1,3,1,0,0.5333333333,1,0.5333333333,0,1,1,1,1,1,1,1,1,1
41,3,1,1,0,0,0,5,1,4,4,1,3,1,4,1,4,1,2,0,2,0,1,0,3,1,3,1,0,0.7333333333,1,0.5333333333,0,1,1,1,1,1,1,1,1,1
26,3,1,1,0,0,1,5,1,1,4,1,3,1,4,1,3,1,2,0,2,0,2,0,3,1,3,1,1,0.6666666667,1,0.6,1,1,1,1,1,1,1,1,1,1
27,3,1,1,0,0,0,4,1,3,3,1,4,1,4,1,3,1,2,0,1,0,2,0,2,0,,,0,0.4,0,0.5333333333,0,0,,1,0,0,,0,1,0
35,3,1,1,0,0,1,5,1,1,4,1,4,1,4,1,4,1,2,0,2,0,2,0,2,0,4,1,0,0.8666666667,1,0.6,1,1,1,,,1,1,1,1,1
42,3,1,1,1,1,0,2,0,1,1,0,2,0,1,0,2,0,1,0,2,0,3,1,4,1,3,1,,0.4666666667,0,0.2,0,1,,1,,,,1,1,
36,3,1,1,0,0,1,5,1,1,4,1,4,1,4,1,4,1,3,1,3,1,3,1,3,1,3,1,0,0.8666666667,1,0.6,1,1,1,,,1,1,1,1,1
38,3,1,1,1,1,1,6,1,1,4,1,4,1,4,1,4,1,2,0,2,0,3,1,3,1,3,1,0,0.8666666667,1,0.6666666667,1,1,1,,,1,1,1,1,1
39,3,1,,1,1,1,5,1,1,4,1,4,1,4,1,4,1,3,1,3,1,3,1,3,1,3,1,0,0.8666666667,1,0.7333333333,1,1,1,,,1,1,1,1,1
28,3,1,1,0,0,0,5,1,3,2,0,4,1,4,1,3,1,4,1,3,1,,,2,0,4,1,1,0.9333333333,1,0.6666666667,1,0,1,1,0,1,0,1,1,1
27,3,1,1,0,0,0,4,1,4,3,1,4,1,4,1,2,0,1,0,3,1,,,2,0,3,1,0,0.4,0,0.3333333333,0,,0,,0,,,1,0,
28,0,0,0,0,0,1,5,1,2,2,0,3,1,3,1,3,1,4,1,4,1,4,1,4,1,4,1,1,0.9333333333,1,0.6666666667,1,1,1,1,1,1,1,1,1,1
